0.2	88	6.74377762018
0.3	87	5.80201949965
0.4	62314	5.13629086234
0.5	61719	5.42921801813
0.6	100	7.63472848363
0.7	100	4.92052889134
0.8	100	1.54889357019
0.9	100	0.399447361628
1.0	100	0.0472156714009
1.1	100	0.0542885969815
1.2	1000	0.0596563581199
1.3	100	0.0540934049174
1.4	100	0.0478109637089
1.5	100	0.0617706101517
1.6	134	0.0630214615886
1.7	100	0.0490488684296
1.8	100	0.0380806937028
1.9	100	0.0559610216376
2.0	100	0.0659352367986
2.1	100	0.0509938972079
2.2	99	0.0725629235198
2.3	100	0.35898445821
2.4	100	0.0692182019108
2.5	100	0.0640319227715
2.6	100	0.0555144674028
2.7	110	0.0541499073607
2.8	100	0.395590843123
2.9	100	0.0586063258195
3.0	96	0.0554310787867
3.1	100	1.04312069471
3.2	100	0.0862264339135
3.3	100	0.11684083365
3.4	100	0.127765693277
3.5	97	0.106797786535
3.6	95	0.980256579587
3.7	100	1.35324581222
3.8	100	0.0677000221255
3.9	100	0.0681287127824
4.0	99	0.0656907450964
4.1	100	0.220332799001
4.2	99	0.0449010019597
4.3	1000	0.665328549615
4.4	100	0.0465132679741
4.5	100	0.0627977417502
4.6	100	0.0724090308686
4.7	98	0.0673495279089
4.8	100	0.459954599354
4.9	100	0.0481710494747
5.0	100	0.0511597366334
5.1	100	0.0520416792213
5.2	100	0.0544298560712
5.3	100	0.0538565801889
5.4	100	0.0530378769025
5.5	100	0.0519407326114
5.6	100	0.0596846514625
5.7	100	0.0537409535471
5.8	100	0.0586193649602
5.9	100	0.0543801631837
6.0	96	0.0470780035622
6.1	100	1.17507627155
6.2	100	0.0394569786567
6.3	100	0.0495928410825
6.4	91	0.0807089928401
6.5	100	1.95322209153
6.6	90	0.102198363155
6.7	1000	1.74624312134
6.8	100	0.042937559614
6.9	100	0.0337959577869
7.0	100	0.0368478359526
7.1	100	0.0583851825358
7.2	100	0.0963426678237
7.3	100	0.12004866909
7.4	96	0.100425602102
7.5	100	0.844508704305
7.6	100	0.0907214164019
7.7	100	0.0868283935752
7.8	100	0.0622074612345
7.9	100	0.0685063491951
8.0	100	0.0465105441456
8.1	99	0.0843934060128
8.2	94	0.960774826025
8.3	100	1.8179764808
8.4	100	0.0668686288468
8.5	100	0.0578806026221
8.6	98	0.0493534352251
8.7	100	1.0969393633
8.8	100	0.0757578458946
8.9	100	0.0753013764924
9.0	100	0.116599082942
9.1	100	0.103637123833
9.2	99	0.12361592803
9.3	96	0.200472406936
9.4	100	1.45199048924
9.5	100	0.0537589961784
9.6	100	0.0645858412442
9.7	100	0.0604414299683
9.8	100	0.0645640709782
9.9	99	0.0571043646392
10.0	100	0.290448002556
10.1	100	0.0577215800032
10.2	100	0.0605795386138
10.3	99	0.0571534680703
10.4	100	0.533593445854
10.5	100	0.0348212661969
10.6	98	0.0442048594776
10.7	100	0.762624973145
10.8	99	0.0498336114055
10.9	100	0.54013567305
11.0	100	0.0502610902305
11.1	99	0.0403986422182
11.2	100	0.506709840677
11.3	100	0.0420791089226
11.4	98	0.0428448701491
11.5	100	0.549098317322
11.6	100	0.0395311569886
11.7	99	0.0472630135172
11.8	100	0.055410024813
11.9	100	0.0511394368755
12.0	100	0.0572073255103
12.1	100	0.0381567864795
12.2	100	0.0377046148269
12.3	100	0.0329247457148
